FOOD COMMODITY GROUP;FOOD COMMODITY TYPOLOGY;FOOD COMMODITY ITEM;Carbon footprint  (kg CO2 eq/kg or litre of food commodity);Type of source;Full Reference;Publication year;System Boundary  Distribution;Country;Region;Notes;Reported in other data summaries;Modification of original values 
AGRICULTURAL PROCESSED;GRAIN FLOUR;WHEAT FLOUR;1,18;JOURNAL;Michaelowa, A., B. Dransfeldb. Greenhouse gas benefits of fighting obesity, Ecol Econ 66:298-308, 2008.;2008;RETAILER;World;World;-;BCFN (double pyramid 2016);P
AGRICULTURAL PROCESSED;GRAIN FLOUR;WHOLE WHEAT FLOUR;0,27;CONFERENCE;Renz, B., N. Pavlenko, B. Acharya, C. Jemison, D. Lizas and T. Kollar (2014). Estimating Energy and Greenhouse Gas Emission Savings through Food Waste Source Reduction. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector. San Francisco: 1092-1102.;2014;RDC;USA;N America;wheat flour whole;Clune et al 2017 database;-
AGRICULTURAL PROCESSED;GRAIN FLOUR;WHOLE WHEAT FLOUR;0,284;JOURNAL;"Meisterling, K., C. Samaras and V. Schweizer (2009). ""Decisions to reduce greenhouse gases from agriculture and product transport: LCA case study of organic and conventional wheat."" Journal of Cleaner Production 17(2): 222-230.";2009;RDC;USA;N America;organic, wheat flour whole;Clune et al 2017 database;-
AGRICULTURAL PROCESSED;GRAIN FLOUR;WHOLE WHEAT FLOUR;0,313;JOURNAL;"Meisterling, K., C. Samaras and V. Schweizer (2009). ""Decisions to reduce greenhouse gases from agriculture and product transport: LCA case study of organic and conventional wheat."" Journal of Cleaner Production 17(2): 222-230.";2009;RDC;USA;N America;wheat flour whole;Clune et al 2017 database;-
AGRICULTURAL PROCESSED;GRAIN FLOUR;WHOLE WHEAT FLOUR;0,416;JOURNAL;Meisterling, K., C. Samaras, V. Schweizer. Decisions to reduce greenhouse gases from agriculture and product transport: LCA case study of organic and conventional wheat, J Clean Prod 17:222–230, 2009.;2009;MARKET;USA;N America;organic;BCFN (double pyramid 2016);P
AGRICULTURAL PROCESSED;GRAIN FLOUR;WHOLE WHEAT FLOUR;0,461;JOURNAL;Meisterling, K., C. Samaras, V. Schweizer. Decisions to reduce greenhouse gases from agriculture and product transport: LCA case study of organic and conventional wheat, J Clean Prod 17:222–230, 2009.;2009;MARKET;USA;N America;-;BCFN (double pyramid 2016);P
AGRICULTURAL PROCESSED;GRAIN FLOUR;WHOLE WHEAT FLOUR;0,51;EPD;"Lantmännen (2010a). "" Climate declaration för wheat flout whole grain."" Retrieved 07/11/2013, from http://gryphon.environdec.com/data/files/6/9279/CD213SE.pdf.";2010;RDC;Sweden;N Europe;wheat Flour, wholemeal;Clune et al 2017 database;-
AGRICULTURAL PROCESSED;ICE CREAM;CHOCOLATE (F);6,4;JOURNAL;Konstantas, A., Stamford, L., & Azapagic, A. (2019). Environmental impacts of ice cream. Journal of Cleaner Production, 209, 259–272.;2019;RETAILER;World;World;Chocolate regular;this study;-
AGRICULTURAL PROCESSED;ICE CREAM;CHOCOLATE (F);6,8;JOURNAL;Konstantas, A., Stamford, L., & Azapagic, A. (2019). Environmental impacts of ice cream. Journal of Cleaner Production, 209, 259–272.;2019;RETAILER;World;World;Chocolate premium;this study;-
AGRICULTURAL PROCESSED;ICE CREAM;ICE CREAM (F);1,02;REPORT;Ben, Jerry, 2016. The footprint of your pint (Online) available at : benjerry.com/values/issues-we-care-about/climate-justice/life-cycle-analysis.;2016;DC;World;World;-;this study;P
AGRICULTURAL PROCESSED;ICE CREAM;VANILLA (F);4,2;JOURNAL;Konstantas, A., Stamford, L., & Azapagic, A. (2019). Environmental impacts of ice cream. Journal of Cleaner Production, 209, 259–272.;2019;RETAILER;World;World;Vanilla regular;this study;-
AGRICULTURAL PROCESSED;ICE CREAM;VANILLA (F);4,4;JOURNAL;Konstantas, A., Stamford, L., & Azapagic, A. (2019). Environmental impacts of ice cream. Journal of Cleaner Production, 209, 259–272.;2019;RETAILER;World;World;Vanilla premium;this study;-
AGRICULTURAL PROCESSED;LEGUME FLOUR;AZUKI BEAN FLOUR;1,32;JOURNAL;Xu, Z., Xu, W., Zhang, Z., Yang, Q., & Meng, F. (2017). Measurement and evaluation of carbon emission for different types of carbohydrate-rich foods in china. Chemical Engineering Transactions, 61, 409-414.;2017;LOCAL AND REGIONAL DISTRIBUTION;China;Asia;-;this study;P
AGRICULTURAL PROCESSED;LEGUME FLOUR;MUNG BEAN;1,49;JOURNAL;Xu, Z., Xu, W., Zhang, Z., Yang, Q., & Meng, F. (2017). Measurement and evaluation of carbon emission for different types of carbohydrate-rich foods in china. Chemical Engineering Transactions, 61, 409-414.;2017;LOCAL AND REGIONAL DISTRIBUTION;China;Asia;-;this study;P
AGRICULTURAL PROCESSED;LEGUME FLOUR;SOY MEAL;0,34;JOURNAL;Dalgaard, R., Schmidt, J., Halberg, N., Christensen, P., Thrane, M., & Pengue, W. A. (2008). LCA of soybean meal. The International Journal of Life Cycle Assessment, 13(3), 240.;2008;IMPORTED FROM ROTTERDAM, HARBOUR;Argentina;S America;-;this study;-
AGRICULTURAL PROCESSED;LEGUME FLOUR;SOY MEAL;0,9;JOURNAL;Dalgaard, R., Schmidt, J., Halberg, N., Christensen, P., Thrane, M., & Pengue, W. A. (2008). LCA of soybean meal. The International Journal of Life Cycle Assessment, 13(3), 240.;2008;IMPORTED FROM ROTTERDAM, HARBOUR;Argentina;S America;-;this study;-
AGRICULTURAL PROCESSED;LEGUMES CANNED;BEANS IN CAN;0,109;EPD;Valfrutta. Dichiarazione ambientale di prodotto applicata ai fagioli borlotti in scatola 3x400g, Registration number S-P-00579, Rev. 3, Approval date 2019.01.31, valid 3 years.;2019;DC;Italy;Mediterranean area;In can;this study;-
AGRICULTURAL PROCESSED;LEGUMES CANNED;GREEN BEANS IN CAN;1,45;REPORT;Blonk, H., A. Kool, B. Luske, T. Ponsioen and J. Scholten (2010). Methodology for assessing carbon footprints of horticultural products A study of methodological issues and solutions for the development of the Dutch carbon footprint protocol for horticultural product, Blonk Milieu Advies BV.;2010;RDC;Netherlands;N Europe;in can;Clune et al 2017 database;-
AGRICULTURAL PROCESSED;MARGARINE;MARGARINE;1,1;JOURNAL;Nilsson, K., A. Flysjö, J. Davis, S. Sim, N. Unger, S. Bell. Comparative life cycle assessment of margarine and butter consumed in the UK, Germany and France, Int J LCA 15(9):916-926, 2010.;2010;RDC;UK;N Europe;-;BCFN (double pyramid 2016);-
AGRICULTURAL PROCESSED;MARGARINE;MARGARINE;1,24;JOURNAL;Nilsson, K., A. Flysjö, J. Davis, S. Sim, N. Unger, S. Bell. Comparative life cycle assessment of margarine and butter consumed in the UK, Germany and France, Int J LCA 15(9):916-926, 2010.;2010;RDC;UK;N Europe;-;BCFN (double pyramid 2016);P+T
AGRICULTURAL PROCESSED;MARGARINE;MARGARINE;1,32;JOURNAL;Nilsson, K., A. Flysjö, J. Davis, S. Sim, N. Unger, S. Bell. Comparative life cycle assessment of margarine and butter consumed in the UK, Germany and France, Int J LCA 15(9):916-926, 2010.;2010;RETAIL;Germany;N Europe;-;BCFN (double pyramid 2016);-
AGRICULTURAL PROCESSED;MARGARINE;MARGARINE;1,46;JOURNAL;Nilsson, K., A. Flysjö, J. Davis, S. Sim, N. Unger, S. Bell. Comparative life cycle assessment of margarine and butter consumed in the UK, Germany and France, Int J LCA 15(9):916-926, 2010.;2010;RDC;Germany;N Europe;-;BCFN (double pyramid 2016);P+T
AGRICULTURAL PROCESSED;MARGARINE;MARGARINE;1,66;JOURNAL;Nilsson, K., A. Flysjö, J. Davis, S. Sim, N. Unger, S. Bell. Comparative life cycle assessment of margarine and butter consumed in the UK, Germany and France, Int J LCA 15(9):916-926, 2010.;2010;RDC;France;N Europe;-;BCFN (double pyramid 2016);-
AGRICULTURAL PROCESSED;MARGARINE;MARGARINE;1,8;JOURNAL;Nilsson, K., A. Flysjö, J. Davis, S. Sim, N. Unger, S. Bell. Comparative life cycle assessment of margarine and butter consumed in the UK, Germany and France, Int J LCA 15(9):916-926, 2010.;2010;RDC;France;N Europe;-;BCFN (double pyramid 2016);P+T
AGRICULTURAL PROCESSED;NUTS COVERED WITH CHOCOLATE;ALMOND COVERED WITH CHOCOLATE;4,8;JOURNAL;Volpe, R., Messineo, S., Volpe, M., & Messineo, A. (2015). Carbon footprint of tree nuts based consumer products. Sustainability (Switzerland), 7, 14917–14934.;2015;RETAILER;USA;N America;-;this study;-
AGRICULTURAL PROCESSED;NUTS COVERED WITH CHOCOLATE;HAZELNUT COVERED WITH CHOCOLATE;3,43;JOURNAL;Volpe, R., Messineo, S., Volpe, M., & Messineo, A. (2015). Carbon footprint of tree nuts based consumer products. Sustainability (Switzerland), 7, 14917–14934.;2015;RETAILER;USA;N America;-;this study;-
AGRICULTURAL PROCESSED;NUTS PASTE;ALMOND PASTE;2,89;JOURNAL;Volpe, R., Messineo, S., Volpe, M., & Messineo, A. (2015). Carbon footprint of tree nuts based consumer products. Sustainability (Switzerland), 7, 14917–14934.;2015;RETAILER;USA;N America;-;this study;-
AGRICULTURAL PROCESSED;NUTS PASTE;ALMOND PASTE;3,07;JOURNAL;Volpe, R., Messineo, S., Volpe, M., & Messineo, A. (2015). Carbon footprint of tree nuts based consumer products. Sustainability (Switzerland), 7, 14917–14934.;2015;IMPORTED FROM EUROPE, RETAIL;USA;N America;-;this study;-
AGRICULTURAL PROCESSED;NUTS PASTE;HAZELNUT CREAM;2,61;JOURNAL;Volpe, R., Messineo, S., Volpe, M., & Messineo, A. (2015). Carbon footprint of tree nuts based consumer products. Sustainability (Switzerland), 7, 14917–14934.;2015;RETAILER;USA;N America;jar;this study;-
AGRICULTURAL PROCESSED;NUTS PASTE;HAZELNUT CREAM;2,81;JOURNAL;Volpe, R., Messineo, S., Volpe, M., & Messineo, A. (2015). Carbon footprint of tree nuts based consumer products. Sustainability (Switzerland), 7, 14917–14934.;2015;IMPORTED FROM EUROPE, RETAIL;USA;N America;jar;this study;-
AGRICULTURAL PROCESSED;NUTS PASTE;HAZELNUT PASTE;1,59;JOURNAL;Volpe, R., Messineo, S., Volpe, M., & Messineo, A. (2015). Carbon footprint of tree nuts based consumer products. Sustainability (Switzerland), 7, 14917–14934.;2015;RETAILER;USA;N America;-;this study;-
AGRICULTURAL PROCESSED;NUTS PASTE;HAZELNUT PASTE;1,78;JOURNAL;Volpe, R., Messineo, S., Volpe, M., & Messineo, A. (2015). Carbon footprint of tree nuts based consumer products. Sustainability (Switzerland), 7, 14917–14934.;2015;IMPORTED FROM EUROPE, RETAIL;USA;N America;-;this study;-
AGRICULTURAL PROCESSED;NUTS PASTE;PEANUT BUTTER;1,15;JOURNAL;McCarty, J. A., Sandefur, H. N., Matlock, M., Thoma, G., & Kim, D. (2014). Life Cycle Assessment of Greenhouse Gas Emissions Associated with Production and Consumption of Peanut Butter in the US. Transactions of the ASABE, 57(6), 1741-1750.;2014;RETAILER;USA;N America;2,88 Kg CO?/Kg (cradel to grave);this study;-
AGRICULTURAL PROCESSED;NUTS PASTE;PEANUT PASTE;1,75;JOURNAL;Volpe, R., Messineo, S., Volpe, M., & Messineo, A. (2015). Carbon footprint of tree nuts based consumer products. Sustainability (Switzerland), 7, 14917–14934.;2015;RETAILER;USA;N America;-;this study;-
AGRICULTURAL PROCESSED;NUTS PASTE;PEANUT PASTE;1,93;JOURNAL;Volpe, R., Messineo, S., Volpe, M., & Messineo, A. (2015). Carbon footprint of tree nuts based consumer products. Sustainability (Switzerland), 7, 14917–14934.;2015;IMPORTED FROM EUROPE, RETAIL;USA;N America;-;this study;-
AGRICULTURAL PROCESSED;OIL;OLIVE OIL;0,629;JOURNAL;Salomone, R., G. Ioppolo. Environmental impacts of olive oil production: a Life Cycle Assessment case study in the province of Messina (Sicily), J Clean Prod 28:88-100, 2012.;2012;RDC;Italy;Mediterranean area;-;BCFN (double pyramid 2016);P+T
AGRICULTURAL PROCESSED;OIL;OLIVE OIL;1,086;JOURNAL;Tsaroushas, P., Ch. Achillas, D. Aidonis, D. Folinas, V. Maslis. Life Cycle Assessment of olive oil production in Greece, J Clean Prod 1-9, 2015;2015;RDC;Greece;Mediterranean area;-;BCFN (double pyramid 2016);T
AGRICULTURAL PROCESSED;OIL;OLIVE OIL;1,292;JOURNAL;Özilgen, M., & Sorgüven, E. (2011). Energy and exergy utilization, and carbon dioxide emission in vegetable oil production. Energy, 36(10), 5954-5967.;2011;MARKET;Turkey;Mediterranean area;-;this study;-
AGRICULTURAL PROCESSED;OIL;OLIVE OIL;1,335;CONFERENCE;"Polo, J.A., J.A. Salido, A. Mourelle. Calculation and verification of carbon footprint in agricoltural product, 2010.
In: Notarnicola, B., E. Settanni, G. Tassielli, P. Giungato. Proceedings of the VII International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2010), 22-24 September 2010, Bari, Italy. Bari, Italy: Università degli studi di Bari Aldo Moro, 2010. VOL I:105-110.";2010;RDC;Spain;Mediterranean area;-;BCFN (double pyramid 2016);P+T
AGRICULTURAL PROCESSED;OIL;OLIVE OIL;1,346;EPD;"Apolio. Dichiarazione ambientale di prodotto applicata all'Olio extra vergine di oliva ""denocciolato"" confezione da 1 litro, Registration number S-P-00346, Rev. 1, Approval date 2012.05.08, valid 3 years.";2012;DC;Italy;Mediterranean area;-;BCFN (double pyramid 2016);-
AGRICULTURAL PROCESSED;OIL;OLIVE OIL;1,38;CONFERENCE;"Polo, J.A., J.A. Salido, A. Mourelle. Calculation and verification of carbon footprint in agricoltural product, 2010.
In: Notarnicola, B., E. Settanni, G. Tassielli, P. Giungato. Proceedings of the VII International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2010), 22-24 September 2010, Bari, Italy. Bari, Italy: Università degli studi di Bari Aldo Moro, 2010. VOL I:105-110.";2010;RDC;Spain;Mediterranean area;organic;BCFN (double pyramid 2016);P+T
AGRICULTURAL PROCESSED;OIL;OLIVE OIL;1,561;EPD;De Cecco. Dichiarazione ambientale di prodotto Olio extravergine di oliva della azienda De Cecco, Registration number S-P-00410, Rev. 0, Approval date 2017.07.17, valid 3 years.;2017;DC;Italy;Mediterranean area;alluminium can;this study;-
AGRICULTURAL PROCESSED;OIL;OLIVE OIL;1,774;EPD;De Cecco. Dichiarazione ambientale di prodotto Olio extravergine di oliva della azienda De Cecco, Registration number S-P-00410, Rev. 0, Approval date 2017.07.17, valid 3 years.;2017;DC;Italy;Mediterranean area;glass bottle;this study;-
AGRICULTURAL PROCESSED;OIL;OLIVE OIL;1,879;EPD;Castillo d Canena. Environmental Product Declaration applies to Extra Virgin Olive Oil produced by Castle Canena Olive Juice, Registration number S-P-00364, Rev. 2, Approval date 2014.01, valid 2 years.;2014;DC;Spain;Mediterranean area;-;BCFN (double pyramid 2016);-
AGRICULTURAL PROCESSED;OIL;OLIVE OIL;1,964;JOURNAL;Fiore, M., L. Breedveld, C. Arrivas Bajardi, L. Giaimo, A. Notaro. Certificazione ambientale di prodotti agroalimentari, LCA dell’olio d’oliva, ARS 122, luglio/settembre 2009.;2009;RDC;Italy;Mediterranean area;-;BCFN (double pyramid 2016);T
AGRICULTURAL PROCESSED;OIL;OLIVE OIL;2,218;EPD;Assoproli. Dichiarazione ambientale di prodotto per l'olio extravergine di oliva oasi confezionato in bottiglie di vetro da 0,5 l, Registration number S-P-00367, Rev. 4, Approval date 2014.01.29, valid 3 years.;2014;DC;Italy;Mediterranean area;-;BCFN (double pyramid 2016);-
AGRICULTURAL PROCESSED;OIL;OLIVE OIL;2,575;EPD;De Cecco. Dichiarazione ambientale di prodotto Olio extravergine di oliva della azienda De Cecco, Registration number S-P-00410, Rev. 0, Approval date 2012.09.18, valid 3 years.;2012;DC;Italy;Mediterranean area;-;BCFN (double pyramid 2016);-
AGRICULTURAL PROCESSED;OIL;OLIVE OIL;2,722;EPD;"Monini S.p.A. Dichiarazione ambientale di prodotto (EPD) olio extravergine di oliva ""Bios"", Registration number S-P-00647,Rev. 2, Approval date 2018.12.06, valid 3 years.";2018;DC;Italy;Mediterranean area;organic 0.75 L. glass;this study;-
AGRICULTURAL PROCESSED;OIL;OLIVE OIL;2,759;EPD;"Monini S.p.A. Dichiarazione ambientale di prodotto (EPD) olio extravergine di oliva ""Bios"", Registration number S-P-00647, Rev. 0, Approval date 2014.11.25, valid 3 years.";2014;RETAILER;Italy;Mediterranean area;organic;BCFN (double pyramid 2016);-
AGRICULTURAL PROCESSED;OIL;OLIVE OIL;2,794;EPD;Assoproli. Dichiarazione ambientale di prodotto per l'olio extravergine di oliva oasi confezionato in bottiglie di vetro da 0,5 l, Registration number S-P-00367, Rev. 2, Approval date 2012.06.28, valid 3 years.;2012;DC;Italy;Mediterranean area;-;BCFN (double pyramid 2016);-
AGRICULTURAL PROCESSED;OIL;OLIVE OIL;2,831;EPD;"Monini S.p.A. Dichiarazione ambientale di prodotto (EPD) olio extravergine di oliva ""D.O.P. Umbria"", Registration number S-P-00648 ,Rev. 2, Approval date 2018.12.06, valid 3 years.";2018;RETAILER;Italy;Mediterranean area;0.5 L. glass;this study;-
AGRICULTURAL PROCESSED;OIL;OLIVE OIL;2,963;EPD;"Monini S.p.A. Dichiarazione ambientale di prodotto (EPD) olio extravergine di oliva ""GranFruttato"", Registration number S-P-00383, Rev. 2, Approval date 2018.12.06, valid 3 years.";2018;RETAILER;Italy;Mediterranean area;1L. Glass;this study;-
AGRICULTURAL PROCESSED;OIL;OLIVE OIL;3,019;EPD;"Monini S.p.A. Dichiarazione ambientale di prodotto (EPD) olio extravergine di oliva ""Bios"", Registration number S-P-00647,Rev. 2, Approval date 2018.12.06, valid 3 years.";2018;DC;Italy;Mediterranean area;organic 0.5 L. glass;this study;-
AGRICULTURAL PROCESSED;OIL;OLIVE OIL;3,101;EPD;"Monini S.p.A. Dichiarazione ambientale di prodotto (EPD) olio extravergine di oliva ""D.O.P. Umbria"", Registration number S-P-00648 ,Rev. 2, Approval date 2018.12.06, valid 3 years.";2018;RETAILER;Italy;Mediterranean area;0.75 L. glass;this study;-
AGRICULTURAL PROCESSED;OIL;OLIVE OIL;3,107;EPD;"Monini S.p.A. Dichiarazione ambientale di prodotto (EPD) olio extravergine di oliva ""Il Poggiolo"", Registration number S-P-00385, Rev. 0, Approval date 2012.12.18, valid 3 years.";2012;RETAILER;Italy;Mediterranean area;-;BCFN (double pyramid 2016);-
AGRICULTURAL PROCESSED;OIL;OLIVE OIL;3,139;EPD;"Monini S.p.A. Dichiarazione ambientale di prodotto (EPD) olio extravergine di oliva ""GranFruttato"", Registration number S-P-00383, Rev. 2, Approval date 2018.12.06, valid 3 years.";2018;RETAILER;Italy;Mediterranean area;0.75 L. glass;this study;-
AGRICULTURAL PROCESSED;OIL;OLIVE OIL;3,257;EPD;"Monini S.p.A. Dichiarazione ambientale di prodotto (EPD) olio extravergine di oliva ""Classico"", Registration number S-P-00384, Rev. 0, Approval date 2012.12.18, valid 3 years.";2012;RETAILER;Italy;Mediterranean area;-;BCFN (double pyramid 2016);-
AGRICULTURAL PROCESSED;OIL;OLIVE OIL;3,265;EPD;"Monini S.p.A. Dichiarazione ambientale di prodotto (EPD) olio extravergine di oliva ""GranFruttato"", Registration number S-P-00383, Rev. 2, Approval date 2018.12.06, valid 3 years.";2018;RETAILER;Italy;Mediterranean area;0.5 L. glass;this study;-
AGRICULTURAL PROCESSED;OIL;OLIVE OIL;3,483;EPD;"Monini S.p.A. Dichiarazione ambientale di prodotto (EPD) olio extravergine di oliva ""GranFruttato"", Registration number S-P-00386, Rev. 2, Approval date 2018.12.06, valid 3 years.";2018;RETAILER;Italy;Mediterranean area;1 L. glass;this study;-
AGRICULTURAL PROCESSED;OIL;OLIVE OIL;3,499;EPD;"Monini S.p.A. Dichiarazione ambientale di prodotto (EPD) olio extravergine di oliva ""Classico"", Registration number S-P-00384, Rev. 2, Approval date 2018.12.06, valid 3 years.";2018;RETAILER;Italy;Mediterranean area;1 L. glass;this study;-
